2 4753.40
3 1885.81
3 1321.52
3 865.91
3 1119.91
3 1166.56
4 673.67
6 495.75
6 304.97
6 326.41
6 323.34
6 313.59
6 281.91
6 252.70
7 240.42
7 141.29
7 193.00
7 192.73
7 191.07
7 188.68
7 214.25
7 202.36
7 189.28
7 198.05
8 141.84
8 150.40
8 153.87
8 128.31
8 156.79
8 141.91
8 124.30
8 158.95
8 136.87
8 139.42
8 155.30
8 146.46
8 159.43
8 142.55
8 152.57
8 157.84
8 137.19
8 155.54
8 102.36
9 91.62
9 114.31
9 123.98
9 117.64
9 106.97
9 119.47
9 115.63
9 117.41
9 125.33
9 111.14
9 121.12
9 123.03
9 115.85
9 125.21
9 95.34
9 81.23
9 106.03
9 125.15
9 116.36
9 117.67
9 125.38
9 102.74
9 76.26
9 100.83
9 127.31
9 116.15
9 124.26
9 124.27
9 116.48
9 128.00
9 95.03
9 82.46
10 95.50
10 102.38
10 94.51
10 96.60
10 97.62
10 94.64
10 64.97
10 56.98
10 77.48
10 84.93
10 86.52
10 97.34
10 65.35
11 57.55
11 76.27
11 77.69
11 82.27
11 76.68
11 83.61
11 79.56
11 77.97
11 49.02
11 61.69
11 79.30
11 77.38
11 83.77
11 76.94
11 78.40
11 53.30
11 59.92
11 76.30
11 80.14
11 82.08
11 75.06
11 81.68
11 80.09
11 78.02
11 49.52
11 63.14
11 80.52
11 77.52
11 50.30
11 63.76
11 78.38
2 2311.76
2 1766.66
3 1020.82
3 864.28
5 652.82
5 374.40
5 400.60
5 395.89
5 381.34
5 243.34
6 270.97
6 278.35
6 260.22
6 164.16
6 216.94
6 272.20
6 260.47
6 287.07
6 215.99
6 175.06
6 239.71
6 287.17
6 216.56
6 173.64
7 200.95
7 205.29
7 197.76
7 200.11
7 127.76
7 147.93
7 192.10
7 198.68
7 130.72
7 149.17
7 187.45
7 218.28
7 188.14
7 121.50
7 163.05
7 206.50
7 192.28
7 210.96
7 155.80
7 132.95
8 147.73
9 155.19
9 120.44
9 118.26
9 126.13
9 100.15
9 77.75
9 103.49
9 127.42
9 98.89
9 75.65
9 101.65
9 126.11
9 113.51
9 121.54
9 121.19
9 112.32
9 73.71
9 98.84
9 123.31
9 112.59
10 70.42
10 78.08
10 99.72
10 92.65
10 101.55
10 96.63
10 94.54
10 60.91
10 74.46
10 96.09
10 94.72
10 100.95
10 79.02
10 60.57
10 80.20
10 99.07
10 91.73
10 69.50
10 42.14
10 57.58
10 45.69
10 55.08
10 68.63
10 82.33
10 52.07
10 65.60
10 97.43
11 82.85
11 82.02
11 78.63
11 76.17
11 48.93
11 61.68
11 78.53
11 77.00
11 49.67
11 61.78
11 78.75
11 76.40
11 82.72
11 70.99
11 81.73
11 68.55
11 48.75
11 66.59
11 82.54
11 74.89
11 81.15
11 54.58
11 54.64
11 72.45
11 81.58
11 79.52
11 76.12
3 1084.55
4 569.45
4 520.84
4 650.31
4 588.12
4 607.59
5 432.78
5 374.32
5 242.49
6 315.27
6 287.97
6 267.18
6 295.19
6 277.18
6 277.20
6 180.27
6 206.59
6 230.08
6 278.76
7 140.31
7 155.72
7 198.23
8 173.26
8 96.27
8 117.46
8 146.69
8 150.51
8 162.71
8 131.00
8 97.84
8 131.18
8 162.48
8 130.40
8 98.70
8 132.78
8 163.69
8 146.65
8 154.83
8 157.43
8 146.38
8 94.24
8 125.75
8 158.87
8 144.53
8 93.62
8 125.08
8 157.55
8 145.56
8 161.39
8 116.81
8 105.08
8 136.50
8 162.50
8 119.94
8 105.23
8 135.20
8 121.28
8 153.39
8 152.48
8 161.01
8 145.90
8 157.98
8 158.52
8 147.53
8 94.56
8 125.49
8 158.70
8 148.33
8 94.55
8 125.81
9 134.64
9 113.44
9 123.26
9 112.00
9 125.63
9 112.57
9 76.36
9 101.18
9 126.74
9 108.46
9 76.26
9 101.62
9 126.95
9 107.17
10 62.15
10 79.75
10 100.07
10 89.15
10 59.78
10 80.08
10 101.17
10 93.50
10 102.20
10 97.82
10 94.45
10 60.26
10 77.69
10 96.52
10 95.59
10 61.98
10 78.12
10 97.60
11 90.80
11 49.78
11 63.36
11 79.98
11 78.20
11 83.58
11 64.88
11 50.72
11 68.11
11 83.73
11 65.81
11 51.31
11 69.22
11 84.44
11 77.23
11 80.80
11 54.83
4 1169.73
5 510.48
5 283.77
5 279.08
5 372.83
5 398.54
5 399.54
5 375.31
5 236.92
5 321.24
5 400.69
5 364.63
5 228.84
5 296.58
5 391.06
5 370.44
5 407.41
5 377.86
5 388.00
5 249.44
5 303.71
5 386.04
5 209.32
5 175.24
5 289.17
5 285.85
5 274.58
5 293.09
5 289.74
5 284.71
5 282.95
5 283.23
5 285.75
6 250.71
6 202.59
6 269.68
6 129.92
6 202.25
6 207.92
6 258.71
6 201.57
6 198.20
6 224.32
6 265.89
6 283.36
6 268.79
6 265.91
6 286.19
6 261.09
7 236.75
7 205.60
7 189.94
7 210.80
7 196.22
7 197.36
7 126.13
7 157.24
7 195.16
7 193.62
7 205.94
7 193.37
7 202.72
7 134.89
7 146.60
7 194.17
7 203.08
7 207.58
7 187.30
7 121.08
7 161.87
7 206.93
7 188.33
7 211.34
7 199.14
7 196.39
7 210.94
7 166.56
7 126.71
7 171.24
7 211.88
8 175.37
8 157.19
8 158.03
8 140.94
8 162.42
9 129.77
9 117.00
9 77.37
9 96.04
9 117.70
9 119.51
9 119.43
9 96.46
9 67.67
9 52.73
9 47.83
9 84.15
9 88.72
9 92.97
9 79.57
9 87.09
9 85.16
9 88.40
9 85.63
9 86.61
9 91.14
9 94.34
9 78.97
9 86.11
9 86.19
10 113.27
10 74.85
10 70.13
10 70.98
10 69.83
10 62.70
10 76.29
10 70.89
10 68.90
3 1972.44
4 896.43
5 516.39
6 354.40
6 274.37
7 181.25
8 103.85
8 127.58
8 160.75
9 143.76
9 121.74
9 122.66
9 111.95
9 73.76
9 99.60
9 117.40
9 119.67
9 124.24
9 98.79
9 74.71
9 100.96
10 94.52
10 76.96
10 60.19
10 78.39
10 97.08
10 79.78
10 59.10
10 79.09
10 97.06
10 88.69
10 97.03
10 97.28
10 91.30
10 57.18
10 77.10
10 95.64
10 87.41
10 55.54
10 76.59
10 96.84
10 89.44
10 100.23
10 75.47
10 65.93
10 84.30
10 102.22
10 93.49
10 92.39
10 101.96
10 81.26
11 57.05
11 66.28
11 80.85
11 64.38
11 47.35
11 65.68
11 82.80
11 75.52
11 80.32
11 55.27
11 56.79
